model,snapshot,redshift,M_200c_Msun,log10_M_200c_Msun,dn_dlog10M,poisson_err,n_kept,n_total,source_file
PL,0032,8.519850605,1.8836490895e+09,9.2750000000e+00,1.1128632880e-01,2.5105018077e-03,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,2.6607250598e+09,9.4250000000e+00,7.4190885863e-02,2.0498161424e-03,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,3.7583740429e+09,9.5750000000e+00,4.3551749030e-02,1.5705162377e-03,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,5.3088444423e+09,9.7250000000e+00,2.4692539112e-02,1.1825581505e-03,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,7.4989420933e+09,9.8750000000e+00,1.5291251285e-02,9.3059591791e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,1.0592537252e+10,1.0025000000e+01,7.8721626985e-03,6.6770812535e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,1.4962356561e+10,1.0175000000e+01,4.8705467055e-03,5.2520455828e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,2.1134890398e+10,1.0325000000e+01,3.0582502570e-03,4.1617514641e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,2.9853826189e+10,1.0475000000e+01,1.1326852804e-03,2.5327612840e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,4.2169650343e+10,1.0625000000e+01,6.7961116821e-04,1.9618684546e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,5.9566214353e+10,1.0775000000e+01,2.8317132009e-04,1.2663806420e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,8.4139514165e+10,1.0925000000e+01,2.2653705607e-04,1.1326852804e-04,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0032,8.519850605,1.1885022274e+11,1.1075000000e+01,1.1326852804e-04,8.0092944269e-05,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0032_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.6788040181e+08,8.2250000000e+00,6.4059016031e-01,6.0232343692e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,2.3713737057e+08,8.3750000000e+00,3.4929748676e+00,1.4064923066e-02,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,3.3496543916e+08,8.5250000000e+00,2.5519399366e+00,1.2021948267e-02,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,4.7315125896e+08,8.6750000000e+00,1.8585100080e+00,1.0259402832e-02,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,6.6834391757e+08,8.8250000000e+00,1.3622805867e+00,8.7836073690e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,9.4406087629e+08,8.9750000000e+00,9.8396370305e-01,7.4649889580e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.3335214322e+09,9.1250000000e+00,7.0549302687e-01,6.3210029542e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.8836490895e+09,9.2750000000e+00,4.9645595838e-01,5.3024916615e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,2.6607250598e+09,9.4250000000e+00,3.5515346966e-01,4.4848473070e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,3.7583740429e+09,9.5750000000e+00,2.6334932768e-01,3.8619419148e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,5.3088444423e+09,9.7250000000e+00,1.8139954765e-01,3.2052191617e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,7.4989420933e+09,9.8750000000e+00,1.2872968211e-01,2.7000945916e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.0592537252e+10,1.0025000000e+01,9.0048479788e-02,2.2582801816e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.4962356561e+10,1.0175000000e+01,6.1674713515e-02,1.8689307126e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,2.1134890398e+10,1.0325000000e+01,4.5760485326e-02,1.6098482561e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,2.9853826189e+10,1.0475000000e+01,3.2338164754e-02,1.3533100755e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,4.2169650343e+10,1.0625000000e+01,2.2766974135e-02,1.1355134627e-03,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,5.9566214353e+10,1.0775000000e+01,1.4668274381e-02,9.1144222195e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,8.4139514165e+10,1.0925000000e+01,8.7783109228e-03,7.0509090083e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.1885022274e+11,1.1075000000e+01,6.9660144742e-03,6.2810437260e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.6788040181e+11,1.1225000000e+01,3.8511299532e-03,4.6701810515e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,2.3713737057e+11,1.1375000000e+01,3.3414215771e-03,4.3501603624e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,3.3496543916e+11,1.1525000000e+01,2.2653705607e-03,3.5818653581e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,4.7315125896e+11,1.1675000000e+01,1.1326852804e-03,2.5327612840e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,6.6834391757e+11,1.1825000000e+01,1.0194167523e-03,2.4027883281e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,9.4406087629e+11,1.1975000000e+01,5.6634264018e-04,1.7909326790e-04,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.3335214322e+12,1.2125000000e+01,1.6990279205e-04,9.8093422728e-05,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0040,3.441080566,1.8836490895e+12,1.2275000000e+01,1.1326852804e-04,8.0092944269e-05,235128,1471021,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0040_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.6788040181e+08,8.2250000000e+00,6.5378594382e-01,6.0849556904e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.3713737057e+08,8.3750000000e+00,3.5764537727e+00,1.4232000113e-02,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,3.3496543916e+08,8.5250000000e+00,2.6239787205e+00,1.2190451330e-02,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,4.7315125896e+08,8.6750000000e+00,1.9257348794e+00,1.0443303002e-02,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,6.6834391757e+08,8.8250000000e+00,1.3926931865e+00,8.8811121836e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,9.4406087629e+08,8.9750000000e+00,1.0270623780e+00,7.6267241904e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.3335214322e+09,9.1250000000e+00,7.3873733985e-01,6.4682181120e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.8836490895e+09,9.2750000000e+00,5.3179573913e-01,5.4879741520e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.6607250598e+09,9.4250000000e+00,3.8607577781e-01,4.6760151338e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,3.7583740429e+09,9.5750000000e+00,2.7303378683e-01,3.9323107163e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,5.3088444423e+09,9.7250000000e+00,2.0190115122e-01,3.3814971690e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,7.4989420933e+09,9.8750000000e+00,1.3971672933e-01,2.8129618086e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.0592537252e+10,1.0025000000e+01,1.0046918437e-01,2.3853717348e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.4962356561e+10,1.0175000000e+01,7.4077617335e-02,2.0482507996e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.1134890398e+10,1.0325000000e+01,5.1537180256e-02,1.7084408896e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.9853826189e+10,1.0475000000e+01,3.9360813492e-02,1.4930407574e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,4.2169650343e+10,1.0625000000e+01,2.7297715257e-02,1.2433768588e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,5.9566214353e+10,1.0775000000e+01,1.8066330222e-02,1.0115202992e-03,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,8.4139514165e+10,1.0925000000e+01,1.3082514988e-02,8.6076629108e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.1885022274e+11,1.1075000000e+01,9.2313850349e-03,7.2305787965e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.6788040181e+11,1.1225000000e+01,6.9093802102e-03,6.2554589202e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.3713737057e+11,1.1375000000e+01,3.7378614252e-03,4.6009893590e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,3.3496543916e+11,1.1525000000e+01,3.1148845210e-03,4.2001094313e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,4.7315125896e+11,1.1675000000e+01,1.1893195444e-03,2.5953080179e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,6.6834391757e+11,1.1825000000e+01,1.5857593925e-03,2.9968035655e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,9.4406087629e+11,1.1975000000e+01,7.3624543223e-04,2.0419774286e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.3335214322e+12,1.2125000000e+01,7.3624543223e-04,2.0419774286e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,1.8836490895e+12,1.2275000000e+01,6.7961116821e-04,1.9618684546e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0042,2.670314517,2.6607250598e+12,1.2425000000e+01,2.2653705607e-04,1.1326852804e-04,244075,1453971,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0042_m200c_bocquet16_input.npz
PL,0046,1.506874201,1.6788040181e+08,8.2250000000e+00,6.3849469254e-01,6.0133748421e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,2.3713737057e+08,8.3750000000e+00,3.4127241155e+00,1.3902414128e-02,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,3.3496543916e+08,8.5250000000e+00,2.5612279559e+00,1.2043805888e-02,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,4.7315125896e+08,8.6750000000e+00,1.8728951111e+00,1.0299030838e-02,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,6.6834391757e+08,8.8250000000e+00,1.3727579255e+00,8.8173201590e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,9.4406087629e+08,8.9750000000e+00,1.0028229130e+00,7.5361885337e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,1.3335214322e+09,9.1250000000e+00,7.3658523782e-01,6.4587895793e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,1.8836490895e+09,9.2750000000e+00,5.2930383151e-01,5.4751011808e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,2.6607250598e+09,9.4250000000e+00,3.8630231487e-01,4.6773868015e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,3.7583740429e+09,9.5750000000e+00,2.8775869547e-01,4.0369545369e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,5.3088444423e+09,9.7250000000e+00,2.0224095681e-01,3.3843415524e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,7.4989420933e+09,9.8750000000e+00,1.4775879482e-01,2.8927859577e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,1.0592537252e+10,1.0025000000e+01,1.0924749529e-01,2.4873985390e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,1.4962356561e+10,1.0175000000e+01,7.8381821401e-02,2.1069164121e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,2.1134890398e+10,1.0325000000e+01,5.9579245747e-02,1.8369068386e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,2.9853826189e+10,1.0475000000e+01,3.9983790397e-02,1.5048098025e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,4.2169650343e+10,1.0625000000e+01,2.9393183025e-02,1.2902175351e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
PL,0046,1.506874201,5.9566214353e+10,1.0775000000e+01,2.1917460175e-02,1.1141271140e-03,239164,1333258,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/HALOMASS/output/m200c_bocquet16_lowhigh_cache/PL_snap0046_m200c_bocquet16_input.npz
