model,label,method,method_label,mass_bin,mass_bin_left_msun,mass_bin_right_msun,M0_mean_msun,M0_geomean_msun,snap_left,snap_right,z_left,z_right,z_mid,a_mid,n_halos,Gamma_median,Gamma_q16,Gamma_q84,Gamma_mean,negative_fraction,particle_mass_code,particle_mass_msun
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,318689480.46254903,315913679.79220223,33,34,7.654409641104996,6.867645128277267,7.251655824799986,0.1211877980895112,41528,1.552546259414869,0.0,3.954155817656485,2.0877658050903727,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,317761754.94805354,314992318.1609211,34,35,6.867645128277267,6.152404662070242,6.501505295272713,0.1333065778984624,50362,1.3567140581618564,0.0,3.673634628700171,1.906883454890139,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,316983683.03847754,314220683.9968797,35,36,6.152404662070242,5.502186056427491,5.819550268429738,0.1466372356883086,57815,1.237442318986006,0.0,3.554561600167113,1.8215333181532425,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,316348398.0958593,313591788.9833412,36,37,5.502186056427491,4.9110782331159015,5.199591153117943,0.1613009592571395,63650,1.1038868286794885,0.0,3.351683784651298,1.705389915689313,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,315855720.06174475,313103003.222096,37,38,4.9110782331159015,4.373707484650818,4.635991957379948,0.1774310551828535,67826,1.1578386472396884,0.0,3.392238908480551,1.7618361837945204,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,315495970.59849346,312748203.39270467,38,39,4.373707484650818,3.885188622409834,4.123629052163588,0.1951741607011388,70761,0.8931334982884688,0.0,2.963074854529798,1.5226262509559247,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,315265898.4907169,312523900.8961688,39,40,3.885188622409834,3.4410805658271224,3.657844592875989,0.2146915767712527,72547,0.7391135138320938,0.0,2.692247031785317,1.3690624971673613,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,315051579.0193604,312311363.7742169,40,41,3.4410805658271224,3.0373459689337468,3.234404175341808,0.236160734448378,73660,0.6232034940799909,0.0,2.4619932324426776,1.2529774687357924,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,314910919.8824664,312169264.2296916,41,42,3.0373459689337468,2.670314517212497,2.849458341219825,0.2597768078932159,74157,0.7903109602567511,0.0,2.567526797900469,1.362605524484611,0.0,0.0001890437561087,1890437.5610873103
BT_deep,BT(deep),cumulative_envelope,cumulative maximum envelope,3,251188643.15095797,398107170.5534973,314876217.16432685,312136132.36554366,42,43,2.670314517212497,2.3366495611022704,2.4995075829271136,0.2857544886825375,74273,0.5474190141088199,0.0,2.149559542537101,1.133897904006465,0.0,0.0001890437561087,1890437.5610873103
