target_M0_msun,z,log10_1_plus_z,pl_median_M_msun_interpolated,bt_median_M_msun,pl_mass_fraction,bt_mass_fraction,bt_over_pl_mass_fraction
100000000000.0,2.0333177828202462,0.48191791116648536,34616245632.43555,45782119665.59393,0.345629386674417,0.46412035798233225,1.3428266689010844
100000000000.0,2.3366495611022704,0.5233105963247103,29699240524.59713,40899122425.89062,0.2965350545581471,0.4146185340503791,1.3982108613370605
100000000000.0,2.670314517212497,0.5647032814829354,24897052124.491688,35412190363.24629,0.248587121410012,0.35899426650356575,1.4441386362548188
100000000000.0,3.0373459689337468,0.6060959666411604,20888399823.2637,31415601581.129436,0.20856232926541865,0.31847848807711954,1.5270182740998275
100000000000.0,3.4410805658271224,0.6474886517993855,17259785213.25742,26674550171.826805,0.17233206167801884,0.27041565277437074,1.56915463171101
100000000000.0,3.885188622409834,0.6888813369576106,13600817725.230545,23265013656.12212,0.13579873272673065,0.23585116952673466,1.7367700330557625
100000000000.0,4.373707484650818,0.7302740221158356,10521110384.46071,19989917634.992367,0.1050490849853362,0.20264958889097417,1.9290942793005958
100000000000.0,4.9110782331159015,0.7716667072740607,7345573360.8179455,16971980294.353008,0.07334261613548682,0.17205497752005447,2.345907285366191
100000000000.0,5.502186056427491,0.8130593924322858,5786866047.306555,13435725205.832785,0.05777954616844587,0.13620587333726414,2.3573371957644045
100000000000.0,6.152404662070242,0.8544520775905109,3931488166.430331,10315521557.028782,0.03925433907852236,0.10457452806451559,2.664024679038159
100000000000.0,6.867645128277267,0.8958447627487359,2789133095.43202,8256189979.260745,0.027848379959038938,0.08369786887836816,3.005484304705552
100000000000.0,7.654409641104996,0.9372374479069612,1928105004.2257593,6570848383.160481,0.019251358368857743,0.0666125667862414,3.4601489157252536
300000000000.0,0.0,0.0,302039658519.0506,286127049092.62915,1.0,1.0,1.0
300000000000.0,0.0631593780669188,0.02659837442600954,290141095520.9984,278006387095.0123,0.960605957984482,0.9716186846948962,1.011464353951667
300000000000.0,0.1694753158736106,0.06799105958423456,274730357446.3086,269498360299.42505,0.9095837241816391,0.9418835484239002,1.0355105565145435
300000000000.0,0.2864228474609716,0.10938374474245956,253357454203.6548,253114615928.56912,0.8388218138171241,0.8846231655876311,1.0546020036866761
300000000000.0,0.4150651322070684,0.1507764299006845,230583652986.67545,237439741910.7128,0.7634217775151265,0.8298402498599334,1.0870010187042258
300000000000.0,0.5565716454277756,0.19216911505890963,217631263435.3475,222183672113.165,0.7205387017798552,0.7765210343368708,1.077695108421976
300000000000.0,0.7122288099705543,0.23356180021713496,204752753951.3875,203184291980.96603,0.6779002299079646,0.7101191328303543,1.0475274996244859
300000000000.0,0.8834516909676096,0.27495448537535994,187463911175.06323,190302207282.6968,0.6206599229194907,0.6650968787683176,1.0715963029154552
300000000000.0,1.0717968600643704,0.31634717053358496,172254039435.50842,179272191076.76468,0.5703027220997994,0.6265475132297894,1.098622694492676
300000000000.0,1.2789765460708074,0.35773985569181,153407068291.52817,166827031285.53195,0.5079037270923557,0.5830522902835528,1.147958282608807
300000000000.0,1.506874200677888,0.399132540850035,137351537294.8888,147880073653.061,0.45474669772951554,0.5168336028418871,1.1365307443074628
300000000000.0,1.757561620745676,0.44052522600825994,119170937270.14072,128788308326.73944,0.39455393988476595,0.4501088196140668,1.140804270629071
300000000000.0,2.0333177828202462,0.48191791116648536,102545191069.42409,116242310102.26598,0.3395090286229953,0.4062611712905002,1.1966137482064703
300000000000.0,2.3366495611022704,0.5233105963247103,88249826004.31766,100250591650.68942,0.2921795979939219,0.3503708998104365,1.1991627828091034
300000000000.0,2.670314517212497,0.5647032814829354,69518816966.00757,86426710608.78844,0.23016453305128737,0.3020571137292551,1.3123529925522799
300000000000.0,3.0373459689337468,0.6060959666411604,57350002683.62648,72694357769.32607,0.1898757367321326,0.25406321422548345,1.3380499193738662
300000000000.0,3.4410805658271224,0.6474886517993855,42015261907.97016,64562944632.97005,0.13910511657302818,0.22564432421790645,1.6221137638704068
300000000000.0,3.885188622409834,0.6888813369576106,33310471167.474884,56307335436.59884,0.11028509080827836,0.1967913750732816,1.7843878409221003
300000000000.0,4.373707484650818,0.7302740221158356,26085499964.589188,47509327128.53615,0.08636448634755654,0.1660427676418518,1.9225815455399804
300000000000.0,4.9110782331159015,0.7716667072740607,20646797995.04618,38655566928.59712,0.0683579040457163,0.1350993100833434,1.976352434577161
300000000000.0,5.502186056427491,0.8130593924322858,12792361406.891031,30428071090.591698,0.04235325079366747,0.1063446157470456,2.5108961828012957
300000000000.0,6.152404662070242,0.8544520775905109,10059011821.165167,22857254855.343075,0.03330361274571072,0.07988498440755036,2.3986882449514133
300000000000.0,6.867645128277267,0.8958447627487359,5810420522.46741,18629993219.26781,0.019237276823039873,0.0651109123668928,3.3846221045647966
300000000000.0,7.654409641104996,0.9372374479069612,3640628842.0936666,15197136097.892178,0.01205347953293372,0.05311324513388576,4.406465783491352
