model,target_M0_msun,selection_width_dex,z,n_halos,n_positive_mass,median_M0_Msun,median_M_main_over_M0,p16_M_main_over_M0,p84_M_main_over_M0,median_M_msun,p16_M_msun,p84_M_msun
PL_new_SOAP_direct_raw,3000000000.0,0.1,3.4410805658271224,10263,10212,2930219783.2678013,0.4857789412277095,0.30645515612279933,0.6524307785021591,1412700490.4705133,888814949.8664664,2003258594.327382
PL_new_SOAP_direct_raw,3000000000.0,0.1,3.885188622409834,10263,10219,2930219783.2678013,0.440511900165888,0.26996926455453124,0.6112626622740297,1287950787.4441566,789640463.5159271,1867990048.628236
PL_new_SOAP_direct_raw,3000000000.0,0.1,4.373707484650818,10263,10206,2930219783.2678013,0.39634318450944306,0.2356846245222641,0.5675435975536361,1160446191.56236,690544628.2245889,1710223983.6879303
PL_new_SOAP_direct_raw,3000000000.0,0.1,4.9110782331159015,10263,10208,2930219783.2678013,0.3491577012681413,0.20590175876557715,0.5208235766242982,1029265199.0876726,599013691.1768304,1565655866.8333673
PL_new_SOAP_direct_raw,3000000000.0,0.1,5.502186056427491,10263,10204,2930219783.2678013,0.3046398929615852,0.1761986585261151,0.4750032251429105,900046562.9070171,513180908.3314684,1423020395.535319
PL_new_SOAP_direct_raw,3000000000.0,0.1,6.152404662070242,10263,10208,2930219783.2678013,0.2664074144601442,0.15009083841521342,0.42625460492783945,785899474.6679295,440499980.5374985,1278573238.734625
PL_new_SOAP_direct_raw,3000000000.0,0.1,6.867645128277267,10263,10204,2930219783.2678013,0.22817070169489334,0.12473214826130408,0.381706462268896,671857544.9872493,364207605.46008176,1134203540.7311423
PL_new_SOAP_direct_raw,3000000000.0,0.1,7.654409641104996,10263,10194,2930219783.2678013,0.1936180084306558,0.10415437429208511,0.3327880903252138,569147354.7954321,304770415.84150714,991800739.2865733
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.0,3564,3564,9695012225.972996,1.0,1.0,1.0,9695012225.972996,8410804195.937126,11492245853.863688
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.06315937806691885,3564,3438,9695012225.972996,0.9862958529903514,0.9656590523683423,1.0070207722619828,9559224918.323677,8231678525.746269,11360501180.796154
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.16947531587361064,3564,3370,9695012225.972996,0.9618694452458776,0.9152614118952027,0.9988196526755707,9305573317.243668,7971486533.958781,11126519576.267342
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.2864228474609716,3564,3347,9695012225.972996,0.937000365375137,0.8660373366169458,0.989573152469261,9033073954.745953,7678050923.074119,10905899519.149996
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.4150651322070684,3564,3356,9695012225.972996,0.9084968933031217,0.8155215769583649,0.9785507690399018,8721930384.147083,7356884169.819863,10670496931.99447
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.5565716454277756,3564,3382,9695012225.972996,0.8789452394063989,0.7721282072108921,0.9665405635383982,8439087460.065122,7034383339.906791,10400698639.35057
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.7122288099705543,3564,3437,9695012225.972996,0.8458552749820039,0.7203234470058316,0.9505479991758837,8150602677.532856,6663204274.127643,10133021436.82741
PL_new_SOAP_direct_raw,10000000000.0,0.1,0.8834516909676096,3564,3467,9695012225.972996,0.8126713226774945,0.6694301695728485,0.9196052646661348,7839510002.520756,6268465986.630839,9712816011.153269
PL_new_SOAP_direct_raw,10000000000.0,0.1,1.0717968600643704,3564,3487,9695012225.972996,0.7757526981134222,0.6109991714008491,0.8928231712824638,7456798428.470248,5809026035.164729,9389946675.655584
PL_new_SOAP_direct_raw,10000000000.0,0.1,1.2789765460708074,3564,3498,9695012225.972996,0.7355465712608679,0.5576790492152579,0.8651955057472134,7088257721.959581,5348827474.389006,9050046080.62975
PL_new_SOAP_direct_raw,10000000000.0,0.1,1.506874200677888,3564,3525,9695012225.972996,0.6964821792088406,0.5053072328304168,0.8262649192442452,6661319219.799917,4838603715.418744,8633606747.175968
PL_new_SOAP_direct_raw,10000000000.0,0.1,1.7575616207456761,3564,3536,9695012225.972996,0.6529515635492851,0.4670629458664285,0.7942330776457961,6290968171.969934,4442921764.169558,8273159787.023369
PL_new_SOAP_direct_raw,10000000000.0,0.1,2.0333177828202462,3564,3539,9695012225.972996,0.6116499026843812,0.41950857405281805,0.7548212005610961,5854703045.685918,4012599659.2509503,7798032297.542428
