model,cosmology,spectrum,closure,target_M0_msun,M0_msun,z,M_over_M0,M_msun,q_solved,z_form_solved,alpha,beta,f_M0,a_article
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.6400000000000001,0.5712034673544486,167727615.4925245,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.6600000000000001,0.5670240856709597,166500386.03040057,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.68,0.5628714701280264,165281016.15104866,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.7,0.5587455370583458,164069481.2864855,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.72,0.5546462003916564,162865756.1631255,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.74,0.5505733717629787,161669814.83356437,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.76,0.5465269606168449,160481630.70718506,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.78,0.5425068743076736,159301176.57963154,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.8,0.538513018196455,158128424.6611995,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
Correa2015_solved_qzf_half_mass_project_pl,project,pl,half_mass,300000000.0,293639000.9489291,1.82,0.5345452957438915,156963346.60418615,3.035076537513371,1.9999734133398317,0.11984252075921611,-0.41240877451763797,0.41240877451763797,0.29059158816246444
