model,snapshot,redshift,theory_model,reference_model,log10_M200c_center_Msun,log10_c200c_median,theory_c200c,sim_over_theory,sim_over_theory_minus_1,ratio_low_16th,ratio_high_84th,n_halos_bin,source_file
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,9.6250000000e+00,6.1055171840e-01,3.9818512326e+00,1.0243932031e+00,2.4393203098e-02,4.0505429077e-01,4.9044710855e-01,7982,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,9.8750000000e+00,5.8974673679e-01,3.7592783103e+00,1.0342898382e+00,3.4289838203e-02,4.0884747317e-01,4.6608481901e-01,4117,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.0125000000e+01,5.6949473028e-01,3.5826915908e+00,1.0358224176e+00,3.5822417591e-02,3.9453270463e-01,4.6448064476e-01,2132,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.0375000000e+01,5.4394685153e-01,3.4427203076e+00,1.0163542562e+00,1.6354256213e-02,3.4760627458e-01,4.9237352887e-01,1195,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.0625000000e+01,5.3079246976e-01,3.3329330112e+00,1.0185113779e+00,1.8511377912e-02,3.6226466578e-01,4.0518914650e-01,689,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.0875000000e+01,5.2681138718e-01,3.2490969322e+00,1.0352582953e+00,3.5258295275e-02,3.8746234805e-01,4.7081078952e-01,302,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.1125000000e+01,5.3210534402e-01,3.1886990852e+00,1.0678046477e+00,6.7804647733e-02,3.8043939134e-01,3.7763675006e-01,169,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.1375000000e+01,5.1935287500e-01,3.1506750939e+00,1.0494198027e+00,4.9419802691e-02,2.6130598758e-01,4.5842598616e-01,94,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.1625000000e+01,5.3242526294e-01,3.1345191129e+00,1.0870620653e+00,8.7062065286e-02,3.4243882500e-01,4.0871668219e-01,45,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.1875000000e+01,5.7486197147e-01,3.1373414017e+00,1.1975680221e+00,1.9756802210e-01,3.6658389011e-01,2.6467017412e-01,23,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ishiyama21_fit,Ishiyama21Fit,1.2125000000e+01,5.0424234400e-01,3.1624818116e+00,1.0097510363e+00,9.7510363187e-03,1.5992469483e-01,1.6966816053e-01,10,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,8.3750000000e+00,6.8361093712e-01,8.0187110048e+00,6.0187509827e-01,-3.9812490173e-01,2.6749630766e-01,3.5694340731e-01,150058,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,8.6250000000e+00,6.8818110635e-01,7.4329344474e+00,6.5617669786e-01,-3.4382330214e-01,2.7865910658e-01,3.4290623078e-01,96030,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,8.8750000000e+00,6.7952012058e-01,6.9017249128e+00,6.9272757435e-01,-3.0727242565e-01,2.8549228194e-01,3.4063944814e-01,52214,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,9.1250000000e+00,6.6378455093e-01,6.4223336000e+00,7.1794585128e-01,-2.8205414872e-01,2.8729362319e-01,3.2968515564e-01,27956,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,9.3750000000e+00,6.3812685934e-01,5.9914261449e+00,7.2543189978e-01,-2.7456810022e-01,2.8990825221e-01,3.4298104398e-01,14747,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,9.6250000000e+00,6.1055171840e-01,5.6043458937e+00,7.2782469458e-01,-2.7217530542e-01,2.8778843376e-01,3.4845947426e-01,7982,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,9.8750000000e+00,5.8974673679e-01,5.2563380397e+00,7.3971333768e-01,-2.6028666232e-01,2.9240346159e-01,3.3333901618e-01,4117,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.0125000000e+01,5.6949473028e-01,4.9440123029e+00,7.5061145437e-01,-2.4938854563e-01,2.8589916784e-01,3.3658712764e-01,2132,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.0375000000e+01,5.4394685153e-01,4.6664178949e+00,7.4983070876e-01,-2.5016929124e-01,2.5645178110e-01,3.6325601027e-01,1195,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.0625000000e+01,5.3079246976e-01,4.4189975579e+00,7.6819010403e-01,-2.3180989597e-01,2.7323026264e-01,3.0560512072e-01,689,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.0875000000e+01,5.2681138718e-01,4.1999922787e+00,8.0087160355e-01,-1.9912839645e-01,2.9973929542e-01,3.6421731050e-01,302,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.1125000000e+01,5.3210534402e-01,4.0075398777e+00,8.4962540794e-01,-1.5037459206e-01,3.0270609306e-01,3.0047610160e-01,169,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.1375000000e+01,5.1935287500e-01,3.8388429927e+00,8.6129618785e-01,-1.3870381215e-01,2.1446312562e-01,3.7624652525e-01,94,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.1625000000e+01,5.3242526294e-01,3.6909544357e+00,9.2318040762e-01,-7.6819592377e-02,2.9081395088e-01,3.4709999117e-01,45,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.1875000000e+01,5.7486197147e-01,3.5592315059e+00,1.0556154414e+00,5.5615441371e-02,3.2313121912e-01,2.3329774804e-01,23,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BTKP10,0040,3.4410805660e+00,ludlow16,Ludlow16,1.2125000000e+01,5.0424234400e-01,3.4409187193e+00,9.2804263835e-01,-7.1957361651e-02,1.4698369240e-01,1.5593872318e-01,10,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.3750000000e+00,3.0373276085e-01,2.8444931485e+00,7.0750232083e-01,-2.9249767917e-01,3.0581796904e-01,4.6118750903e-01,37063,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.6250000000e+00,3.4412734360e-01,2.8496979982e+00,7.7504783291e-01,-2.2495216709e-01,3.1158933379e-01,4.5483549921e-01,22311,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.8750000000e+00,3.7276353078e-01,2.8635011776e+00,8.2388418188e-01,-1.7611581812e-01,3.1829491051e-01,4.5938920835e-01,11331,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.1250000000e+00,3.9547081929e-01,2.8870386159e+00,8.6102988702e-01,-1.3897011298e-01,3.1517822299e-01,4.6472245188e-01,5476,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.3750000000e+00,4.1478133519e-01,2.9214014958e+00,8.8959040063e-01,-1.1040959937e-01,3.3215341644e-01,4.7048489405e-01,2517,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.6250000000e+00,4.3519828079e-01,2.9679014914e+00,9.1780157525e-01,-8.2198424751e-02,3.3401408169e-01,4.9229339230e-01,1083,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.8750000000e+00,4.3730195751e-01,3.0281077416e+00,9.0392132865e-01,-9.6078671348e-02,3.6315269767e-01,4.8970139719e-01,447,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,1.0125000000e+01,4.7347603646e-01,3.1039271644e+00,9.5843908251e-01,-4.1560917490e-02,3.5037398552e-01,5.3696166885e-01,170,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,1.0375000000e+01,4.5131147224e-01,3.1976933952e+00,8.8404557024e-01,-1.1595442976e-01,2.8973337991e-01,5.6007152196e-01,69,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,1.0625000000e+01,5.5400246778e-01,3.3122329218e+00,1.0811391601e+00,8.1139160092e-02,3.3994951141e-01,6.3515024711e-01,20,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,1.0875000000e+01,5.6111070603e-01,3.4509576711e+00,1.0548023136e+00,5.4802313572e-02,2.9797982479e-01,5.0556196171e-01,6,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,diemer19,DiemerJoyce19,1.1125000000e+01,5.9593752778e-01,3.6182021536e+00,1.0900456848e+00,9.0045684780e-02,1.2205684401e-01,1.3744738627e-01,2,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,8.3750000000e+00,3.0373276085e-01,2.6552810903e+00,7.5791806430e-01,-2.4208193570e-01,3.2761018063e-01,4.9405116257e-01,37063,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,8.6250000000e+00,3.4412734360e-01,2.6625515198e+00,8.2952470273e-01,-1.7047529727e-01,3.3349044860e-01,4.8680515738e-01,22311,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,8.8750000000e+00,3.7276353078e-01,2.6782618646e+00,8.8086731033e-01,-1.1913268967e-01,3.4030946082e-01,4.9116240518e-01,11331,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,9.1250000000e+00,3.9547081929e-01,2.7034429207e+00,9.1950398294e-01,-8.0496017061e-02,3.3658254578e-01,4.9628259356e-01,5476,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,9.3750000000e+00,4.1478133519e-01,2.7393264610e+00,9.4871887821e-01,-5.1281121793e-02,3.5423068461e-01,5.0175665180e-01,2517,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,9.6250000000e+00,4.3519828079e-01,2.7874663011e+00,9.7721169328e-01,-2.2788306721e-02,3.5563511237e-01,5.2415998453e-01,1083,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,9.8750000000e+00,4.3730195751e-01,2.8501858022e+00,9.6034832922e-01,-3.9651670780e-02,3.8582238896e-01,5.2027085069e-01,447,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,1.0125000000e+01,4.7347603646e-01,2.9295903537e+00,1.0154747745e+00,1.5474774463e-02,3.7122436931e-01,5.6891568752e-01,170,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,1.0375000000e+01,4.5131147224e-01,3.0281315412e+00,9.3354817735e-01,-6.6451822650e-02,3.0595715633e-01,5.9143302802e-01,69,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,1.0625000000e+01,5.5400246778e-01,3.1488177383e+00,1.1372473788e+00,1.3724737877e-01,3.5759197801e-01,6.6811283905e-01,20,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,1.0875000000e+01,5.6111070603e-01,3.2953280318e+00,1.1046178409e+00,1.0461784089e-01,3.1205262489e-01,5.2943831786e-01,6,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ishiyama21_fit,Ishiyama21Fit,1.1125000000e+01,5.9593752778e-01,3.4721454918e+00,1.1358987270e+00,1.3589872704e-01,1.2719119544e-01,1.4322914469e-01,2,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,8.3750000000e+00,3.0373276085e-01,3.1168521996e+00,6.4567883727e-01,-3.5432116273e-01,2.7909476033e-01,4.2088768592e-01,37063,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,8.6250000000e+00,3.4412734360e-01,3.0707666861e+00,7.1925108082e-01,-2.8074891918e-01,2.8915759206e-01,4.2209127038e-01,22311,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,8.8750000000e+00,3.7276353078e-01,3.0244541425e+00,7.8003937699e-01,-2.1996062301e-01,3.0135614829e-01,4.3494180343e-01,11331,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,9.1250000000e+00,3.9547081929e-01,2.9788156080e+00,8.3450164777e-01,-1.6549835223e-01,3.0546761545e-01,4.5040440256e-01,5476,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,9.3750000000e+00,4.1478133519e-01,2.9338948075e+00,8.8580228590e-01,-1.1419771410e-01,3.3073901803e-01,4.6848144307e-01,2517,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,9.6250000000e+00,4.3519828079e-01,2.8888306967e+00,9.4292291589e-01,-5.7077084114e-02,3.4315645162e-01,5.0576805865e-01,1083,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,9.8750000000e+00,4.3730195751e-01,2.8444518296e+00,9.6228424210e-01,-3.7715757900e-02,3.8660014690e-01,5.2131963581e-01,447,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,1.0125000000e+01,4.7347603646e-01,2.8007045054e+00,1.0622059906e+00,6.2205990641e-02,3.8830777373e-01,5.9509666478e-01,170,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,1.0375000000e+01,4.5131147224e-01,2.7569353778e+00,1.0253801028e+00,2.5380102797e-02,3.3605376565e-01,6.4961152919e-01,69,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,1.0625000000e+01,5.5400246778e-01,2.7139186893e+00,1.3194885805e+00,3.1948858054e-01,4.1489524644e-01,7.7517634078e-01,20,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,1.0875000000e+01,5.6111070603e-01,2.6718724143e+00,1.3623697434e+00,3.6236974345e-01,3.8486709048e-01,6.5297763496e-01,6,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.5198506050e+00,ludlow16,Ludlow16,1.1125000000e+01,5.9593752778e-01,2.6300167123e+00,1.4996123887e+00,4.9961238868e-01,1.6791769184e-01,1.8909097676e-01,2,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.3750000000e+00,6.2336832981e-01,5.3365374104e+00,7.8724293449e-01,-2.1275706551e-01,3.4348326861e-01,4.6116883677e-01,184579,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.6250000000e+00,6.3065056868e-01,4.9688264857e+00,8.5979860765e-01,-1.4020139235e-01,3.5627366101e-01,4.5040699257e-01,118101,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,8.8750000000e+00,6.2979392580e-01,4.6453639546e+00,9.1785521556e-01,-8.2144784442e-02,3.6436101001e-01,4.4256899778e-01,63117,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.1250000000e+00,6.1626106027e-01,4.3655609864e+00,9.4671879820e-01,-5.3281201801e-02,3.6019910098e-01,4.3752460074e-01,32466,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.3750000000e+00,6.0638720454e-01,4.1285794639e+00,9.7855796569e-01,-2.1442034315e-02,3.5703082048e-01,4.4094554126e-01,16423,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.6250000000e+00,5.8896013477e-01,3.9343138029e+00,9.8648648165e-01,-1.3513518354e-02,3.4722366831e-01,4.4929004882e-01,7736,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BTKP1,0032,8.5198506050e+00,diemer19,DiemerJoyce19,9.8750000000e+00,5.7661857582e-01,3.7835687348e+00,9.9705002282e-01,-2.9499771788e-03,3.5082106843e-01,4.4402832862e-01,3481,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
