model,k_hMpc,P_k_Mpc_over_h_cubed,source_file
BT_soft,1.7522217000e+00,4.1666369790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.7697439170e+00,4.0903800030e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.7874413570e+00,4.0154661720e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8053157700e+00,3.9418711990e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8233689280e+00,3.8695438170e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8416026170e+00,3.7984795200e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8600186430e+00,3.7286774700e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8786188300e+00,3.6600910100e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.8974050180e+00,3.5926963410e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.9163790680e+00,3.5265005670e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.9355428590e+00,3.4614704120e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.9548982870e+00,3.3975707030e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.9744472700e+00,3.3348067370e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,1.9941917430e+00,3.2731567880e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.0141336600e+00,3.2125822330e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.0342749970e+00,3.1530843460e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.0546177470e+00,3.0946478210e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.0751639250e+00,3.0372348600e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.0959155640e+00,2.9808444310e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.1168747190e+00,2.9254629260e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.1380434670e+00,2.8710551580e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.1594239010e+00,2.8176202750e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.1810181400e+00,2.7651426540e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.2028283220e+00,2.7135911640e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.2248566050e+00,2.6629664570e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.2471051710e+00,2.6132480950e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.2695762230e+00,2.5644115770e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.2922719850e+00,2.5164576850e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.3151947050e+00,2.4693603490e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.3383466520e+00,2.4231049920e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.3617301180e+00,2.3776876260e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.3853474190e+00,2.3330802560e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.4092008940e+00,2.2892786590e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.4332929030e+00,2.2462682230e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.4576258320e+00,2.2040280830e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.4822020900e+00,2.1625566790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.5070241110e+00,2.1218302780e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.5320943520e+00,2.0818417530e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.5574152950e+00,2.0425793000e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.5829894480e+00,2.0040241130e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.6088193430e+00,1.9661733820e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.6349075360e+00,1.9290055640e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.6612566120e+00,1.8925160340e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.6878691780e+00,1.8566895850e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.7147478700e+00,1.8215143830e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.7418953480e+00,1.7869828790e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.7693143020e+00,1.7530779290e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.7970074450e+00,1.7197958050e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.8249775190e+00,1.6871184680e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.8532272940e+00,1.6550419740e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.8817595670e+00,1.6235504440e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.9105771630e+00,1.5926377760e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.9396829350e+00,1.5622911300e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.9690797640e+00,1.5325021640e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,2.9987705620e+00,1.5032605930e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.0287582670e+00,1.4745566010e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.0590458500e+00,1.4463815560e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.0896363080e+00,1.4187250450e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.1205326720e+00,1.3915792700e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.1517379980e+00,1.3649339210e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.1832553780e+00,1.3387814110e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.2150879320e+00,1.3131120590e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.2472388110e+00,1.2879180090e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.2797111990e+00,1.2631906140e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.3125083110e+00,1.2389213880e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.3456333950e+00,1.2151029920e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.3790897290e+00,1.1917261140e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.4128806260e+00,1.1687847550e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.4470094320e+00,1.1462689400e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.4814795260e+00,1.1241735680e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.5162943220e+00,1.1024887180e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.5514572650e+00,1.0812091810e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.5869718380e+00,1.0603262560e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.6228415560e+00,1.0398334620e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.6590699710e+00,1.0197241720e-06,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.6956606710e+00,9.9999036560e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.7326172780e+00,9.8062691500e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.7699434510e+00,9.6162566540e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.8076428850e+00,9.4298101980e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.8457193140e+00,9.2468657490e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.8841765070e+00,9.0673519800e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.9230182720e+00,8.8912189280e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,3.9622484550e+00,8.7183969450e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.0018709400e+00,8.5488271500e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.0418896490e+00,8.3824574530e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.0823085450e+00,8.2192212600e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.1231316310e+00,8.0590658990e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.1643629470e+00,7.9019388600e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.2060065770e+00,7.7477783900e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.2480666420e+00,7.5965341560e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.2905473090e+00,7.4481559850e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.3334527820e+00,7.3025865100e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.3767873100e+00,7.1597759550e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.4205551830e+00,7.0196775660e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.4647607350e+00,6.8822387370e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.5094083420e+00,6.7474094990e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.5545024250e+00,6.6151452990e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.6000474500e+00,6.4853993300e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.6460479240e+00,6.3581229050e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.6925084030e+00,6.2332710790e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.7394334870e+00,6.1108013880e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.7868278220e+00,5.9906698340e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.8346961010e+00,5.8728318480e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.8830430620e+00,5.7572451660e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.9318734920e+00,5.6438695250e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,4.9811922270e+00,5.5326646110e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.0310041490e+00,5.4235896700e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.0813141910e+00,5.3166047100e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.1321273330e+00,5.2116712480e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.1834486060e+00,5.1087518940e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.2352830920e+00,5.0078096470e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.2876359230e+00,4.9088077080e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.3405122820e+00,4.8117097630e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.3939174050e+00,4.7164802840e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.4478565790e+00,4.6230845940e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.5023351450e+00,4.5314887440e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.5573584960e+00,4.4416593680e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.6129320810e+00,4.3535636100e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.6690614020e+00,4.2671691310e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.7257520160e+00,4.1824441320e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.7830095360e+00,4.0993573890e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.8408396320e+00,4.0178782520e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
BT_soft,5.8992480280e+00,3.9379766370e-07,/project/tkcastrosim/HNHuang/project_big_sim/analysis/_used_by_article_nonlinear_evolution_pps/initial_condition/input_powerspec_kp_1.0_ms_1.5_256.000000_0.0.txt
