dataset,model,z,snap,box,x,y
power,PL,10.51901923231075,30,25,31.165975615952295,0.0005765958369587654
power,PL,10.51901923231075,30,25,31.418062734170597,0.0005705199065848991
power,PL,10.51901923231075,30,25,31.66963807569683,0.0005621079718483473
power,PL,10.51901923231075,30,25,31.919760603706283,0.0005527603158901249
power,PL,2.0333177828202462,44,25,0.32072956064263475,125.44384436529378
power,PL,2.0333177828202462,44,25,0.5606619683395725,41.38484553603292
power,PL,2.0333177828202462,44,25,0.787700109846164,22.01445625850556
power,PL,2.0333177828202462,44,25,1.0205350124370263,15.926957579585013
power,PL,2.0333177828202462,44,25,1.2811623763405762,12.379205289007885
power,PL,2.0333177828202462,44,25,1.5386083750512618,8.187572135413335
power,PL,2.0333177828202462,44,25,1.7773229368951355,7.23990995704609
power,PL,2.0333177828202462,44,25,2.016922174616909,6.022134121764295
power,PL,2.0333177828202462,44,25,2.276370248265442,5.333579598377927
power,PL,2.0333177828202462,44,25,2.5367369097912875,4.611648347708641
power,PL,2.0333177828202462,44,25,2.7799951337842748,4.1090783793157835
power,PL,2.0333177828202462,44,25,3.0232513459545807,3.7299454644007395
power,PL,2.0333177828202462,44,25,3.27850725349039,3.315094743036036
power,PL,2.0333177828202462,44,25,3.5320903813324764,3.135625585698576
power,PL,2.0333177828202462,44,25,3.7740842065088223,2.9011539794046675
power,PL,2.0333177828202462,44,25,4.0223998293999035,2.5745582044259803
power,PL,2.0333177828202462,44,25,4.280552523081682,2.4740029546959255
