model,target_mass_msun,bin_index,r_over_r200m,rho_msun_kpc3_median,rho_msun_kpc3_p16_bootstrap_median,rho_msun_kpc3_p84_bootstrap_median,nhalo,n_bootstrap,power_radius_over_r200m,kappa_threshold,reference_overdensity_crit,source_cache
BT_soft,100000000000,12,0.177827941,146613.6048,143897.4413,147236.164,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,13,0.2238721139,77243.21998,76260.18569,77530.1956,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,14,0.2818382931,39438.84497,39115.24598,39736.99053,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,15,0.3548133892,19945.31722,19657.01067,20112.20792,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,16,0.4466835922,10059.54905,9877.39119,10244.97303,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,17,0.5623413252,5041.297058,4945.42149,5193.066689,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,18,0.7079457844,2442.339939,2408.783676,2498.363724,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,100000000000,19,0.8912509381,1181.924694,1146.23752,1264.538981,100,160,0.02554813873,0.6,63,BTsoft_M1e+11_N100_B160_all.npz
BT_soft,316227766016.838,0,0.01122018454,6657936.712,5883229.714,8895317.341,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,1,0.01412537545,7302636.793,5544101.391,10317438.55,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,2,0.0177827941,7224960.776,6072248.079,10867933.9,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,3,0.02238721139,7571798.733,6090436.278,11216201,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,4,0.02818382931,7845571.06,6720521.098,8437483.856,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,5,0.03548133892,5665594.888,5455591.994,5799191.974,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,6,0.04466835922,3685380.754,3583886.254,3768048.799,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,7,0.05623413252,2246268.67,2174075.02,2291018.649,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,8,0.07079457844,1354912.807,1326582.316,1376686.414,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,9,0.08912509381,788187.0076,777115.1494,807754.0188,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,10,0.1122018454,462617.1197,450728.258,473401.3316,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,11,0.1412537545,258895.0237,253722.0594,261752.3163,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,12,0.177827941,140329.9444,139087.1674,142709.8908,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,13,0.2238721139,75288.28446,74985.90728,76562.50396,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,14,0.2818382931,40452.01583,39503.15726,40794.74596,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,15,0.3548133892,21710.24009,21321.65366,22198.18449,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,16,0.4466835922,11091.76859,10923.3618,11246.14063,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,17,0.5623413252,5502.30468,5383.142494,5640.047303,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,18,0.7079457844,2661.407782,2627.071161,2747.41995,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
BT_soft,316227766016.838,19,0.8912509381,1302.873769,1229.133389,1332.102724,100,160,0.0186606206,0.6,63,BTsoft_M3e+11_N100_B160_all.npz
PL,10000000000,0,0.01122018454,14041739.53,11780432.38,15213254.34,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,1,0.01412537545,10018282.87,8297104.482,13022939.44,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,2,0.0177827941,9247221.325,7537308.847,10914284.83,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,3,0.02238721139,7239176.33,5388407.614,8460898.24,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,4,0.02818382931,6248171.173,5475970.031,6903119.747,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,5,0.03548133892,4792807.184,4401358.104,5156155.409,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,6,0.04466835922,3279214.138,3218680.951,3358819.562,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,7,0.05623413252,2102152.295,2048700.756,2165481.661,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,8,0.07079457844,1313569.838,1291343.191,1358869.378,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,9,0.08912509381,772450.9177,754868.6471,779011.1933,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
PL,10000000000,10,0.1122018454,450833.7559,438850.7776,461118.7091,100,160,0.0672639591,0.6,63,PL_M1e+10_N100_B160_all.npz
