dataset,model,z,snap,x,y,err,lo,hi,count,theory,reference,particleMass,mass50
hmf.fof,kp10,1.0717968600643704,48,8207985609.122496,0.3475168496728405,0.006386408038542778,0.34113044163429773,0.3539032577113833,,,,,
hmf.fof,kp10,1.0717968600643704,48,12057837887.076324,0.24235808665127176,0.005333318096666029,0.23702476855460572,0.2476914047479378,,,,,
hmf.fof,kp10,1.0717968600643704,48,17608900942.126842,0.16032016773154345,0.004337732924743722,0.15598243480679974,0.16465790065628716,,,,,
hmf.fof,kp10,1.0717968600643704,48,26053263528.14101,0.11759942025403114,0.003715106943935057,0.11388431331009609,0.12131452719796619,,,,,
hmf.fof,kp10,1.0717968600643704,48,38017762962.686714,0.07722596659396457,0.0030105816209852507,0.07421538497297932,0.08023654821494981,,,,,
hmf.fof,kp10,1.0717968600643704,48,56084812828.31204,0.054222487182996396,0.0025226584086155803,0.05169982877438081,0.05674514559161198,,,,,
hmf.fof,kp10,1.0717968600643704,48,80945503539.70972,0.03720460700651484,0.002089618912707416,0.03511498809380742,0.039294225919222256,,,,,
hmf.fof,kp10,1.0717968600643704,48,120367781043.63017,0.02863698457283792,0.0018332950776963216,0.0268036894951416,0.03047027965053424,,,,,
hmf.fof,kp10,1.0717968600643704,48,179536233491.2434,0.020304091520905575,0.0015436914927516112,0.018760400028153965,0.021847783013657186,,,,,
hmf.fof,kp10,1.0717968600643704,48,261582361207.65192,0.013144845377696095,0.0012420711389921704,0.011902774238703924,0.014386916516688266,,,,,
hmf.fof,kp10,1.0717968600643704,48,381232742405.56976,0.008802351815421492,0.0010164080380270781,0.0077859437773944145,0.00981875985344857,,,,,
hmf.fof,kp10,1.0717968600643704,48,566612571940.0867,0.007041881452337194,0.0009091029863622951,0.006132778465974899,0.00795098443869949,,,,,
hmf.fof,kp10,1.0717968600643704,48,821700399046.959,0.004342493562274603,0.0007139015440179782,0.003628592018256625,0.0050563951062925815,,,,,
hmf.fof,kp10,1.0717968600643704,48,1213774837497.1667,0.00410776418053003,0.0006943388749192706,0.0034134253056107592,0.004802103055449301,,,,,
hmf.fof,kp10,1.0717968600643704,48,1844163147433.0068,0.002347293817445731,0.0005248708538973637,0.0018224229635483676,0.002872164671343095,,,,,
hmf.fof,kp10,1.0717968600643704,48,2690409144328.722,0.0010562822178505791,0.0003520940726168597,0.0007041881452337195,0.0014083762904674388,,,,,
hmf.fof,kp10,1.0717968600643704,48,3667706727129.1533,0.0012910115995951523,0.0003892546432594237,0.0009017569563357286,0.001680266242854576,,,,,
hmf.fof,kp10,1.0717968600643704,48,5753755239793.01,0.000821552836106006,0.0003105177847480426,0.0005110350513579634,0.0011320706208540485,,,,,
hmf.fof,kp10,1.0717968600643704,48,7664910872543.78,0.000821552836106006,0.0003105177847480426,0.0005110350513579634,0.0011320706208540485,,,,,
hmf.m200c,PL,2.0333177828202462,44,237137370.566166,3.534884222941595,0.014149048249080335,3.5207351746925144,3.5490332711906754,,,,,
hmf.m200c,PL,2.0333177828202462,44,334965439.1578286,2.612425330617922,0.012163584418306889,2.600261746199615,2.6245889150362287,,,,,
hmf.m200c,PL,2.0333177828202462,44,473151258.9614822,1.9166733971579786,0.010418703720268705,1.9062546934377098,1.9270921008782473,,,,,
hmf.m200c,PL,2.0333177828202462,44,668343917.5686176,1.4041899420599366,0.008917693867245566,1.3952722481926911,1.4131076359271821,,,,,
hmf.m200c,PL,2.0333177828202462,44,944060876.2859284,1.021795391411042,0.0076071433514461615,1.0141882480595958,1.0294025347624882,,,,,
hmf.m200c,PL,2.0333177828202462,44,1333521432.1633322,0.7488748731087655,0.006512447871577735,0.7423624252371878,0.7553873209803433,,,,,
hmf.m200c,PL,2.0333177828202462,44,1883649089.4898136,0.54012097593876,0.005530764319054306,0.5345902116197057,0.5456517402578143,,,,,
hmf.m200c,PL,2.0333177828202462,44,2660725059.7988305,0.395250528580959,0.004731249601201626,0.39051927897975736,0.39998177818216063,,,,,
hmf.m200c,PL,2.0333177828202462,44,3758374042.884474,0.2869091815147097,0.004030991234803825,0.28287819027990585,0.2909401727495135,,,,,
hmf.m200c,PL,2.0333177828202462,44,5308844442.309934,0.205072670008834,0.0034079524257443813,0.20166471758308963,0.20848062243457838,,,,,
hmf.m200c,PL,2.0333177828202462,44,7498942093.324635,0.15019406817548406,0.0029165271318768128,0.14727754104360724,0.15311059530736087,,,,,
hmf.m200c,PL,2.0333177828202462,44,10592537251.773005,0.10596270797750135,0.0024497183470044144,0.10351298963049693,0.10841242632450576,,,,,
hmf.m200c,PL,2.0333177828202462,44,14962356560.944511,0.08313909957828454,0.0021699128359746298,0.0809691867423099,0.08530901241425917,,,,,
hmf.m200c,PL,2.0333177828202462,44,21134890398.366737,0.05425562492915355,0.001752919674912157,0.05250270525424139,0.05600854460406571,,,,,
