model,z,x,y,lo,hi
kp1,3.441080566,822037032.5843964,1.768512235060499,1.7545319919244373,1.7824924781965605
kp1,3.441080566,1204101805.2200382,1.8063412938118149,1.7891997306319543,1.8234828569916754
kp1,3.441080566,1766220228.7930398,1.8269440482977328,1.8061296008702103,1.8477584957252553
kp1,3.441080566,2593924653.7959986,1.8251560014230435,1.8000382670741049,1.850273735771982
kp1,3.441080566,3816460792.7660723,1.8381735479319135,1.8079624422541292,1.8683846536096977
kp1,3.441080566,5587899996.012659,1.8626842513637096,1.8255504628453765,1.8998180398820428
kp1,3.441080566,8211871617.646993,1.823705926452106,1.7797561100840524,1.8676557428201597
kp1,3.441080566,11998975152.614336,1.9356858281568454,1.8788154203328118,1.992556235980879
kp1,3.441080566,17686639730.05052,1.8849630238426647,1.8181168961566478,1.9518091515286815
kp1,3.441080566,25812153136.85437,1.9075425790991831,1.8254007719344036,1.9896843862639626
kp1,3.441080566,37945163021.546,1.8278260869925491,1.7330148393467038,1.9226373346383945
kp1,3.441080566,55963787710.96984,1.9235127478646874,1.797297252043323,2.0497282436860518
kp1,3.441080566,81621272731.04784,1.744094488149092,1.606827002972937,1.8813619733252471
kp1,3.441080566,120697454373.04027,1.7884615384489342,1.6096647010632146,1.9672583758346538
kp1,3.441080566,174725762337.8271,1.9550561797279509,1.7002749154126982,2.2098374440432034
kp1,3.441080566,262471808400.68362,1.485294117637293,1.252302299628631,1.7182859356459548
kp1,3.441080566,375050932846.3989,1.764705882324933,1.385896108033538,2.1435156566163283
kp1,3.441080566,551737162449.9944,1.5185185185068308,1.1421608768617313,1.8948761601519304
kp1,3.441080566,801629790028.5674,1.0526315789143252,0.7154088023356906,1.3898543554929599
kp1,3.441080566,1159344115488.5547,1.428571428536651,0.7245637423965805,2.1325791146767217
kp1,3.441080566,1728271051163.2534,1.1111111110374774,0.6005907869239804,1.6216314351509744
kp10,3.441080566,119952909.7908469,1.6273019201688508,1.6220086260796038,1.6325952142580977
kp10,3.441080566,176614672.4247977,1.5791668659848497,1.5729251773743387,1.5854085545953607
kp10,3.441080566,259481504.70982978,1.5309056831194745,1.523703462305363,1.538107903933586
kp10,3.441080566,381207346.127488,1.487937605594364,1.4794096549335614,1.4964655562551668
kp10,3.441080566,558719011.2745999,1.42060717059244,1.4108386033611433,1.4303757378237365
kp10,3.441080566,821330280.53731,1.3677697497136316,1.356399665073757,1.3791398343535062
kp10,3.441080566,1203138610.858162,1.3212960816157673,1.3079625370157584,1.3346296262157762
kp10,3.441080566,1766024614.9314983,1.2678466571179765,1.2523162134051462,1.2833771008308068
kp10,3.441080566,2591762667.675861,1.2086137280901994,1.1905414502126135,1.2266860059677853
kp10,3.441080566,3807177332.863431,1.1298110566714321,1.109293419818007,1.1503286935248571
kp10,3.441080566,5581230298.567966,1.127747607963708,1.1028373097491773,1.152657906178239
kp10,3.441080566,8211612759.180738,1.0465116278802198,1.0181684159046824,1.0748548398557571
kp10,3.441080566,11998974876.327753,1.0614684120948918,1.0261780593942167,1.096758764795567
