model,z,x,y,lo,hi
kp10,3.441080566,10592537252.0,1.039622641519324,1.0031040335441985,1.0761412494944493
kp10,3.441080566,14962356561.0,1.0229568411478012,0.9793647177404505,1.0665489645551518
kp10,3.441080566,21134890398.0,0.9975247524760047,0.9478652636328044,1.047184241319205
kp10,3.441080566,29853826189.0,0.9982486865154279,0.9391434325632599,1.0573539404675958
kp10,3.441080566,42169650343.0,0.9975124378117102,0.9271094842213048,1.0679153914021156
kp10,3.441080566,59566214353.0,0.984555984561249,0.8976995488222652,1.0714124203002329
kp10,3.441080566,84139514165.0,0.993548387098832,0.8805058092058623,1.1065909649918018
kp10,3.441080566,118850222740.0,0.9918699187017547,0.8651323736742291,1.1186074637292802
kp10,3.441080566,167880401810.0,1.014705882348359,0.8413169150775252,1.1880948496191928
kp10,3.441080566,237137370570.0,0.9491525423596929,0.7720744167807876,1.1262306679385983
kp10,3.441080566,334965439160.0,1.0,0.7763932022470471,1.2236067977529528
kp10,3.441080566,473151258960.0,1.0499999999823428,0.7219375059505297,1.378062494014156
kp10,3.441080566,668343917570.0,1.0,0.6666666666557983,1.3333333333442017
kp10,3.441080566,944060876290.0,1.0,0.5527864045105281,1.447213595489472
kp10,3.441080566,1333521432200.0,0.6666666667059048,0.058086047229421345,1.2752472861823883
kp10,3.441080566,1883649089500.0,1.4999999999117142,0.1306936062508135,2.869306393572615
kp1,0,237137370.57,1.5785596082978182,1.5689537586711924,1.588165457924444
kp1,0,334965439.16,1.5682697788452915,1.5572770241773035,1.5792625335132795
kp1,0,473151258.96,1.574119674906702,1.5612240877607133,1.5870152620526905
kp1,0,668343917.57,1.5734346604816252,1.5585020765286528,1.5883672444345975
kp1,0,944060876.29,1.5591963822001453,1.5419970201553908,1.5763957442449
kp1,0,1333521432.2,1.5608945300622454,1.540827938334792,1.5809611217896988
kp1,0,1883649089.5,1.6425045832871343,1.6177641428401643,1.6672450237341043
kp1,0,2660725059.8,1.5722368917434764,1.5446187400319065,1.5998550434550463
kp1,0,3758374042.9,1.5434403783868778,1.5121792396500011,1.5747015171237544
kp1,0,5308844442.3,1.6148696265005589,1.5762962587510028,1.653442994250115
kp1,0,7498942093.3,1.6134020618816869,1.568951504513206,1.6578526192501677
kp1,0,10592537252.0,1.607382550295287,1.5543467816044423,1.6604183189861317
kp1,0,14962356561.0,1.5863921217590022,1.5257846915531998,1.6469995519648046
kp1,0,21134890398.0,1.5269320843111187,1.4597153033894559,1.5941488652327815
kp1,0,29853826189.0,1.5356550580462742,1.4552962904182365,1.616013825674312
kp1,0,42169650343.0,1.4860215053805905,1.3968885079805977,1.5751545027805833
kp1,0,59566214353.0,1.5559006210996202,1.444769684899487,1.6670315572997534
kp1,0,84139514165.0,1.5193133047151757,1.3911431820082634,1.647483427422088
kp1,0,118850222740.0,1.459893048186915,1.3213139184816438,1.5984721778921862
