model,snapshot,redshift,log10_M200c_center_Msun,log10_M200c_left_Msun,log10_M200c_right_Msun,log10_c200c_median,log10_c200c_p16,log10_c200c_p84,n_halos_bin,n_valid_snapshot,n_total_snapshot,source_file
BT_deep,0040,3.441080566,8.6250000000e+00,8.5000000000e+00,8.7500000000e+00,6.8818110635e-01,4.4809749605e-01,8.7076184092e-01,96030,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,8.8750000000e+00,8.7500000000e+00,9.0000000000e+00,6.7952012058e-01,4.4880305371e-01,8.5321224323e-01,52214,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,9.1250000000e+00,9.0000000000e+00,9.2500000000e+00,6.6378455093e-01,4.4181955919e-01,8.2790120453e-01,27956,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,9.3750000000e+00,9.2500000000e+00,9.5000000000e+00,6.3812685934e-01,4.1654195104e-01,8.0626935106e-01,14747,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,9.6250000000e+00,9.5000000000e+00,9.7500000000e+00,6.1055171840e-01,3.9201339723e-01,7.8045188384e-01,7982,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,9.8750000000e+00,9.7500000000e+00,1.0000000000e+01,5.8974673679e-01,3.7129177431e-01,7.5130419887e-01,4117,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.0125000000e+01,1.0000000000e+01,1.0250000000e+01,5.6949473028e-01,3.6126369774e-01,7.3038842009e-01,2132,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.0375000000e+01,1.0250000000e+01,1.0500000000e+01,5.4394685153e-01,3.6216422559e-01,7.1551262980e-01,1195,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.0625000000e+01,1.0500000000e+01,1.0750000000e+01,5.3079246976e-01,3.3989372540e-01,6.7624522985e-01,689,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.0875000000e+01,1.0750000000e+01,1.1000000000e+01,5.2681138718e-01,3.2320089472e-01,6.8960756191e-01,302,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.1125000000e+01,1.1000000000e+01,1.1250000000e+01,5.3210534402e-01,3.4080111366e-01,6.6361402604e-01,169,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.1375000000e+01,1.1250000000e+01,1.1500000000e+01,5.1935287500e-01,3.9499256033e-01,6.7676054729e-01,94,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.1625000000e+01,1.1500000000e+01,1.1750000000e+01,5.3242526294e-01,3.6810750908e-01,6.7103828064e-01,45,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.1875000000e+01,1.1750000000e+01,1.2000000000e+01,5.7486197147e-01,4.1615451149e-01,6.6157990492e-01,23,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
BT_deep,0040,3.441080566,1.2125000000e+01,1.2000000000e+01,1.2250000000e+01,5.0424234400e-01,4.2935822493e-01,5.7169622874e-01,10,357763,2524937,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0040.hdf5
PL,0032,8.519850605,8.3750000000e+00,8.2500000000e+00,8.5000000000e+00,3.0373276085e-01,5.7889805503e-02,5.2170415678e-01,37063,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,8.6250000000e+00,8.5000000000e+00,8.7500000000e+00,3.4412734360e-01,1.2080968818e-01,5.4466275313e-01,22311,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,8.8750000000e+00,8.7500000000e+00,9.0000000000e+00,3.7276353078e-01,1.6069521568e-01,5.6521655495e-01,11331,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,9.1250000000e+00,9.0000000000e+00,9.2500000000e+00,3.9547081929e-01,1.9752723147e-01,5.8291499485e-01,5476,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,9.3750000000e+00,9.2500000000e+00,9.5000000000e+00,4.1478133519e-01,2.1178702671e-01,5.9915419917e-01,2517,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,9.6250000000e+00,9.5000000000e+00,9.7500000000e+00,4.3519828079e-01,2.3870426893e-01,6.2169784469e-01,1083,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,9.8750000000e+00,9.7500000000e+00,1.0000000000e+01,4.3730195751e-01,2.1418281454e-01,6.2531654329e-01,447,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,1.0125000000e+01,1.0000000000e+01,1.0250000000e+01,4.7347603646e-01,2.7586159729e-01,6.6666911624e-01,170,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,1.0375000000e+01,1.0250000000e+01,1.0500000000e+01,4.5131147224e-01,2.7885145835e-01,6.6443922812e-01,69,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,1.0625000000e+01,1.0500000000e+01,1.0750000000e+01,5.5400246778e-01,3.9005021492e-01,7.5471139157e-01,20,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,1.0875000000e+01,1.0750000000e+01,1.1000000000e+01,5.6111070603e-01,4.1693366087e-01,7.3116563087e-01,6,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
PL,0032,8.519850605,1.1125000000e+01,1.1000000000e+01,1.1250000000e+01,5.9593752778e-01,5.4436317847e-01,6.4751187709e-01,2,80495,785802,/project/tkcastrosim/HNHuang/project_big_sim/data/PL/PL_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,8.3750000000e+00,8.2500000000e+00,8.5000000000e+00,6.2336832981e-01,3.7440738416e-01,8.2361741325e-01,184579,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,8.6250000000e+00,8.5000000000e+00,8.7500000000e+00,6.3065056868e-01,3.9827482330e-01,8.1359328260e-01,118101,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,8.8750000000e+00,8.7500000000e+00,9.0000000000e+00,6.2979392580e-01,4.1013282441e-01,8.0069409880e-01,63117,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,9.1250000000e+00,9.0000000000e+00,9.2500000000e+00,6.1626106027e-01,4.0832266135e-01,7.8125252081e-01,32466,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,9.3750000000e+00,9.2500000000e+00,9.5000000000e+00,6.0638720454e-01,4.0926074920e-01,7.6793711780e-01,16423,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,9.6250000000e+00,9.5000000000e+00,9.7500000000e+00,5.8896013477e-01,4.0054843826e-01,7.5195584649e-01,7736,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,9.8750000000e+00,9.7500000000e+00,1.0000000000e+01,5.7661857582e-01,3.8828804080e-01,7.3658922210e-01,3481,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.0125000000e+01,1.0000000000e+01,1.0250000000e+01,5.6475095967e-01,3.9028873374e-01,7.2367025450e-01,1445,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.0375000000e+01,1.0250000000e+01,1.0500000000e+01,5.6514510145e-01,3.7308056775e-01,7.0978276456e-01,509,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.0625000000e+01,1.0500000000e+01,1.0750000000e+01,5.3770745228e-01,3.7292282230e-01,6.8253444885e-01,180,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.0875000000e+01,1.0750000000e+01,1.1000000000e+01,5.3276675860e-01,4.4666682877e-01,6.6705345953e-01,48,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.1125000000e+01,1.1000000000e+01,1.1250000000e+01,6.1556133701e-01,5.0863555480e-01,8.3045094561e-01,19,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_soft,0032,8.519850605,1.1375000000e+01,1.1250000000e+01,1.1500000000e+01,6.6306586898e-01,6.6306586898e-01,6.6306586898e-01,1,428105,3054506,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,8.3750000000e+00,8.2500000000e+00,8.5000000000e+00,3.9789156815e-01,1.5985481250e-01,6.0257611143e-01,73300,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,8.6250000000e+00,8.5000000000e+00,8.7500000000e+00,4.2066688165e-01,1.9898284615e-01,6.0898737362e-01,39953,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,8.8750000000e+00,8.7500000000e+00,9.0000000000e+00,4.3539799035e-01,2.2514759116e-01,6.1803117399e-01,18010,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,9.1250000000e+00,9.0000000000e+00,9.2500000000e+00,4.4202591713e-01,2.4020558344e-01,6.1627760792e-01,7707,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,9.3750000000e+00,9.2500000000e+00,9.5000000000e+00,4.4728151944e-01,2.2868742371e-01,6.3104023724e-01,3165,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,9.6250000000e+00,9.5000000000e+00,9.7500000000e+00,4.5303086109e-01,2.5787748778e-01,6.3796664685e-01,1237,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,9.8750000000e+00,9.7500000000e+00,1.0000000000e+01,4.5132024721e-01,2.3162399467e-01,6.3612186744e-01,440,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,1.0125000000e+01,1.0000000000e+01,1.0250000000e+01,4.8219096330e-01,2.7527672513e-01,6.8339467672e-01,178,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,1.0375000000e+01,1.0250000000e+01,1.0500000000e+01,4.6946944466e-01,2.4136612061e-01,6.8701753008e-01,67,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,1.0625000000e+01,1.0500000000e+01,1.0750000000e+01,5.6096594968e-01,3.9240663141e-01,7.4250072034e-01,16,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,1.0875000000e+01,1.0750000000e+01,1.1000000000e+01,5.8497229521e-01,4.2727444702e-01,6.8870081619e-01,6,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
BT_deep,0032,8.519850605,1.1125000000e+01,1.1000000000e+01,1.1250000000e+01,5.2808488549e-01,4.5449025521e-01,6.0167951577e-01,2,144081,1694246,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0032.hdf5
